PrincipleKey,MilestoneDate,MilestoneKey,MilestoneStatus,MilestoneRAG,Weight,PrincipleName
7,2017-03-25,475,Overdue,Amber,0.3,Accuracy
8,2017-08-20,476,Active,Red,0.9,Comprehensiveness
2,2016-04-17,477,Completed,Red,0.5,Data architecture and IT infrastructure
7,2018-01-11,478,Completed,Green,0.1,Accuracy
3,2016-02-13,479,Completed,Red,0.9,Accuracy and integrity
1,2018-11-24,480,Active,Amber,0.5,Governance
9,2016-08-29,481,Completed,Amber,0.1,Clarity and usefulness
7,2017-06-10,482,Overdue,Green,0.1,Accuracy
4,2016-02-10,483,Completed,Green,5,Completeness
1,2016-12-15,484,Completed,Green,0.9,Governance
2,2016-12-03,485,Completed,Amber,2.7,Data architecture and IT infrastructure
1,2016-08-01,486,Completed,Green,0.9,Governance
3,2016-01-22,487,Completed,Green,2.7,Accuracy and integrity
7,2017-11-19,488,Active,Red,2.7,Accuracy
4,2017-12-01,489,Active,Amber,2.7,Completeness
1,2017-04-02,490,Overdue,Green,0.3,Governance
6,2017-10-06,491,Active,Amber,0.9,Adaptability
2,2018-02-02,492,Active,Amber,5,Data architecture and IT infrastructure
2,2016-04-24,493,Completed,Red,0.5,Data architecture and IT infrastructure
2,2017-04-06,494,Overdue,Amber,0.5,Data architecture and IT infrastructure
3,2016-10-14,495,Completed,Green,0.5,Accuracy and integrity
1,2016-07-10,496,Completed,Amber,0.1,Governance
2,2016-12-08,497,Completed,Amber,0.5,Data architecture and IT infrastructure
1,2017-06-29,498,Completed,Amber,0.1,Governance
3,2018-01-07,499,Completed,Amber,2.7,Accuracy and integrity
3,2016-08-11,500,Completed,Red,0.1,Accuracy and integrity
2,2016-05-05,501,Completed,Red,2.7,Data architecture and IT infrastructure
2,2018-06-06,502,Active,Red,0.1,Data architecture and IT infrastructure
2,2016-12-18,503,Completed,Green,0.3,Data architecture and IT infrastructure
1,2016-06-02,504,Completed,Red,2.7,Governance
5,2017-07-05,505,Active,Red,0.5,Timeliness
2,2016-12-14,506,Completed,Green,2.7,Data architecture and IT infrastructure
3,2018-11-28,507,Active,Amber,2.7,Accuracy and integrity
2,2017-07-07,508,Active,Red,0.1,Data architecture and IT infrastructure
8,2016-12-18,509,Completed,Red,0.3,Comprehensiveness
11,2016-03-21,510,Completed,Red,0.5,Distribution
1,2017-03-10,511,Completed,Red,5,Governance
8,2017-11-02,512,Active,Green,2.7,Comprehensiveness
7,2017-08-14,513,Completed,Green,0.3,Accuracy
7,2017-07-04,514,Completed,Green,0.5,Accuracy
2,2016-04-05,515,Completed,Red,0.9,Data architecture and IT infrastructure
7,2017-07-27,516,Active,Green,0.5,Accuracy
3,2017-09-01,517,Active,Amber,0.3,Accuracy and integrity
2,2018-09-16,518,Active,Green,0.1,Data architecture and IT infrastructure
10,2017-05-03,519,Overdue,Green,5,Frequency
1,2018-10-05,520,Active,Green,2.7,Governance
9,2017-08-13,521,Active,Red,0.3,Clarity and usefulness
5,2017-09-10,522,Active,Amber,0.5,Timeliness
1,2017-08-30,523,Active,Green,0.5,Governance
1,2016-09-12,524,Completed,Amber,0.5,Governance
3,2018-08-18,525,Active,Amber,0.1,Accuracy and integrity
5,2017-03-25,526,Completed,Red,5,Timeliness
1,2017-06-16,527,Active,Green,0.1,Governance
2,2018-11-08,528,Active,Red,0.9,Data architecture and IT infrastructure
8,2017-11-23,529,Active,Amber,2.7,Comprehensiveness
1,2016-09-29,530,Completed,Amber,5,Governance
3,2016-07-20,531,Completed,Amber,0.5,Accuracy and integrity
6,2017-01-07,532,Completed,Amber,0.5,Adaptability
9,2018-02-01,533,Active,Green,5,Clarity and usefulness
2,2016-05-26,534,Completed,Green,5,Data architecture and IT infrastructure
1,2017-09-30,535,Completed,Green,0.9,Governance
7,2016-09-19,536,Completed,Green,0.5,Accuracy
2,2016-01-22,537,Completed,Amber,5,Data architecture and IT infrastructure
2,2017-12-31,538,Active,Green,0.3,Data architecture and IT infrastructure
3,2017-07-22,539,Completed,Amber,0.1,Accuracy and integrity
7,2018-11-27,540,Active,Green,0.9,Accuracy
9,2016-07-05,541,Completed,Green,0.5,Clarity and usefulness
1,2016-09-27,542,Completed,Amber,0.3,Governance
9,2017-04-12,543,Completed,Red,0.1,Clarity and usefulness
6,2016-07-14,544,Completed,Green,0.1,Adaptability
2,2018-10-07,545,Active,Red,2.7,Data architecture and IT infrastructure
9,2018-02-26,546,Active,Amber,5,Clarity and usefulness
6,2018-06-01,547,Active,Green,0.3,Adaptability
7,2016-06-25,548,Completed,Amber,2.7,Accuracy
9,2016-05-09,549,Completed,Amber,0.1,Clarity and usefulness
2,2018-02-28,550,Active,Green,0.9,Data architecture and IT infrastructure
8,2016-09-18,551,Completed,Green,5,Comprehensiveness
1,2016-02-20,552,Completed,Red,0.5,Governance
6,2017-08-17,553,Completed,Red,2.7,Adaptability
1,2017-02-05,554,Completed,Amber,0.5,Governance
8,2018-10-30,555,Active,Red,0.1,Comprehensiveness
7,2016-07-10,556,Completed,Red,0.3,Accuracy
3,2017-10-25,557,Active,Amber,0.1,Accuracy and integrity
1,2017-11-02,558,Active,Red,0.1,Governance
8,2018-12-06,559,Active,Red,0.3,Comprehensiveness
1,2017-01-07,560,Completed,Green,0.3,Governance
6,2017-05-05,561,Overdue,Red,0.9,Adaptability
9,2016-07-08,562,Completed,Green,5,Clarity and usefulness
3,2016-10-19,563,Overdue,Amber,2.7,Accuracy and integrity
5,2018-08-25,564,Active,Red,0.1,Timeliness
2,2017-09-13,565,Active,Red,0.1,Data architecture and IT infrastructure
10,2018-07-04,566,Active,Red,5,Frequency
7,2017-04-17,567,Completed,Red,5,Accuracy
2,2016-01-12,568,Completed,Amber,0.9,Data architecture and IT infrastructure
7,2018-11-22,569,Active,Amber,0.5,Accuracy
1,2016-10-20,570,Completed,Green,0.9,Governance
6,2017-04-15,571,Completed,Amber,0.5,Adaptability
2,2018-11-11,572,Active,Amber,0.9,Data architecture and IT infrastructure
7,2017-10-19,573,Active,Amber,0.3,Accuracy
7,2017-11-21,574,Active,Amber,5,Accuracy
2,2016-10-01,575,Completed,Red,0.9,Data architecture and IT infrastructure
2,2017-03-13,576,Completed,Red,0.9,Data architecture and IT infrastructure
4,2017-06-05,577,Completed,Green,2.7,Completeness
1,2017-07-27,578,Active,Amber,2.7,Governance
4,2016-06-07,579,Completed,Red,0.5,Completeness
2,2017-06-16,580,Active,Red,2.7,Data architecture and IT infrastructure
6,2016-06-04,581,Completed,Amber,2.7,Adaptability
4,2018-11-30,582,Active,Green,0.9,Completeness
1,2016-05-14,583,Completed,Green,0.3,Governance
7,2017-12-20,584,Active,Red,0.9,Accuracy
4,2017-06-20,585,Completed,Green,0.9,Completeness
6,2017-05-05,586,Completed,Red,2.7,Adaptability
8,2018-11-09,587,Active,Red,0.5,Comprehensiveness
9,2017-07-14,588,Completed,Amber,0.9,Clarity and usefulness
4,2016-10-30,589,Completed,Amber,2.7,Completeness
3,2016-09-17,590,Completed,Green,5,Accuracy and integrity
4,2016-01-17,591,Completed,Red,5,Completeness
8,2018-07-09,592,Active,Green,0.9,Comprehensiveness
2,2017-09-10,593,Active,Green,2.7,Data architecture and IT infrastructure
7,2018-02-17,594,Active,Red,0.3,Accuracy
2,2016-03-08,595,Completed,Green,0.5,Data architecture and IT infrastructure
2,2016-10-31,596,Completed,Red,0.1,Data architecture and IT infrastructure
5,2017-08-03,597,Active,Red,0.9,Timeliness
2,2017-12-22,598,Active,Amber,0.5,Data architecture and IT infrastructure
1,2016-07-05,599,Completed,Green,2.7,Governance
8,2016-06-06,600,Completed,Green,0.3,Comprehensiveness
1,2018-07-21,601,Active,Red,0.9,Governance
4,2018-07-21,602,Active,Amber,0.1,Completeness
6,2017-12-02,603,Active,Red,0.9,Adaptability
2,2016-12-21,604,Completed,Red,5,Data architecture and IT infrastructure
2,2018-02-25,605,Active,Green,0.1,Data architecture and IT infrastructure
1,2018-09-29,606,Active,Amber,5,Governance
5,2017-04-08,607,Completed,Red,0.1,Timeliness
6,2016-12-31,608,Completed,Red,0.1,Adaptability
2,2018-05-14,609,Active,Red,0.3,Data architecture and IT infrastructure
1,2016-09-26,610,Completed,Amber,0.3,Governance
1,2017-09-17,611,Active,Red,0.3,Governance
1,2017-12-16,612,Active,Red,0.3,Governance
2,2018-06-14,613,Active,Amber,0.9,Data architecture and IT infrastructure
4,2016-12-21,614,Completed,Amber,0.1,Completeness
5,2017-02-25,615,Completed,Green,5,Timeliness
7,2018-09-02,616,Active,Green,2.7,Accuracy
2,2017-01-17,617,Completed,Amber,5,Data architecture and IT infrastructure
2,2017-10-06,618,Active,Green,2.7,Data architecture and IT infrastructure
11,2016-09-27,619,Completed,Amber,0.5,Distribution
2,2016-10-22,620,Completed,Amber,0.9,Data architecture and IT infrastructure
7,2017-05-30,621,Overdue,Red,0.9,Accuracy
2,2018-04-12,622,Active,Red,0.1,Data architecture and IT infrastructure
7,2016-01-24,623,Completed,Amber,0.3,Accuracy
6,2018-05-04,624,Active,Red,0.5,Adaptability
8,2016-05-22,625,Completed,Red,0.1,Comprehensiveness
9,2016-12-18,626,Completed,Red,0.1,Clarity and usefulness
10,2017-12-23,627,Active,Green,5,Frequency
1,2016-06-12,628,Completed,Red,0.9,Governance
1,2017-01-21,629,Completed,Green,0.3,Governance
10,2018-01-20,630,Active,Green,0.3,Frequency
5,2018-03-10,631,Active,Green,0.3,Timeliness
3,2018-09-21,632,Active,Red,5,Accuracy and integrity
2,2016-08-18,633,Completed,Green,0.1,Data architecture and IT infrastructure
8,2018-03-13,634,Active,Red,0.5,Comprehensiveness
1,2016-03-19,635,Completed,Amber,0.9,Governance
5,2018-10-08,636,Active,Red,5,Timeliness
3,2017-08-28,637,Active,Green,5,Accuracy and integrity
11,2017-01-19,638,Overdue,Amber,5,Distribution
1,2018-04-01,639,Active,Red,0.3,Governance
4,2017-07-14,640,Active,Amber,0.5,Completeness
5,2017-01-23,641,Completed,Amber,2.7,Timeliness
11,2018-07-06,642,Active,Red,5,Distribution
7,2017-04-17,643,Overdue,Amber,5,Accuracy
1,2018-01-04,644,Active,Red,0.5,Governance
7,2018-04-08,645,Active,Red,0.5,Accuracy
6,2018-08-20,646,Active,Green,0.9,Adaptability
3,2017-09-29,647,Active,Amber,5,Accuracy and integrity
5,2016-02-26,648,Completed,Red,2.7,Timeliness
4,2018-11-08,649,Active,Red,2.7,Completeness
1,2017-07-12,650,Active,Green,5,Governance
5,2018-07-31,651,Active,Green,2.7,Timeliness
2,2016-12-18,652,Overdue,Amber,0.1,Data architecture and IT infrastructure
6,2017-03-07,653,Completed,Amber,0.1,Adaptability
2,2016-11-24,654,Completed,Amber,0.5,Data architecture and IT infrastructure
2,2016-08-13,655,Completed,Amber,5,Data architecture and IT infrastructure
2,2017-07-18,656,Completed,Red,5,Data architecture and IT infrastructure
6,2016-10-14,657,Completed,Green,0.1,Adaptability
1,2017-10-31,658,Active,Amber,2.7,Governance
2,2016-09-14,659,Completed,Red,2.7,Data architecture and IT infrastructure
1,2016-09-05,660,Completed,Red,0.1,Governance
6,2017-02-08,661,Completed,Green,0.3,Adaptability
1,2017-02-11,662,Completed,Red,0.5,Governance
7,2018-07-05,663,Active,Amber,0.5,Accuracy
9,2017-08-23,664,Active,Amber,2.7,Clarity and usefulness
2,2018-07-13,665,Active,Amber,0.3,Data architecture and IT infrastructure
1,2016-05-01,666,Completed,Red,0.5,Governance
1,2016-06-09,667,Completed,Green,5,Governance
2,2017-10-28,668,Active,Red,5,Data architecture and IT infrastructure
5,2016-11-08,669,Completed,Red,0.3,Timeliness
2,2018-01-21,670,Active,Red,0.5,Data architecture and IT infrastructure
8,2018-02-25,671,Active,Red,0.1,Comprehensiveness
2,2016-03-25,672,Completed,Red,2.7,Data architecture and IT infrastructure
6,2017-07-31,673,Completed,Amber,5,Adaptability
7,2018-04-03,674,Active,Green,0.9,Accuracy
2,2018-02-01,675,Active,Amber,0.3,Data architecture and IT infrastructure
9,2018-10-22,676,Active,Red,0.1,Clarity and usefulness
2,2016-10-04,677,Completed,Red,0.9,Data architecture and IT infrastructure
1,2017-01-04,678,Completed,Green,2.7,Governance
3,2016-03-20,679,Completed,Red,0.9,Accuracy and integrity
3,2018-05-10,680,Active,Red,0.1,Accuracy and integrity
8,2018-08-25,681,Active,Green,0.9,Comprehensiveness
10,2016-05-17,682,Completed,Green,0.1,Frequency
6,2016-10-02,683,Completed,Green,0.9,Adaptability
2,2017-06-13,684,Completed,Amber,0.5,Data architecture and IT infrastructure
8,2017-01-26,685,Completed,Amber,0.5,Comprehensiveness
2,2016-05-24,686,Completed,Red,2.7,Data architecture and IT infrastructure
4,2016-04-29,687,Completed,Green,0.9,Completeness
8,2017-11-18,688,Active,Green,0.1,Comprehensiveness
4,2018-02-26,689,Active,Red,5,Completeness
7,2016-08-11,690,Completed,Amber,0.9,Accuracy
2,2016-12-07,691,Completed,Red,0.9,Data architecture and IT infrastructure
7,2017-02-24,692,Completed,Amber,0.3,Accuracy
10,2018-02-23,693,Active,Red,0.5,Frequency
1,2018-07-13,694,Active,Red,2.7,Governance
2,2016-07-29,695,Completed,Red,0.3,Data architecture and IT infrastructure
7,2016-01-23,696,Completed,Red,0.3,Accuracy
1,2018-10-04,697,Active,Green,5,Governance
1,2017-07-18,698,Completed,Red,0.3,Governance
6,2018-06-04,699,Active,Green,2.7,Adaptability
3,2018-01-14,700,Active,Amber,0.3,Accuracy and integrity
8,2016-11-25,701,Completed,Green,0.1,Comprehensiveness
4,2016-06-17,702,Completed,Green,5,Completeness
2,2017-09-14,703,Active,Green,5,Data architecture and IT infrastructure
1,2018-06-22,704,Active,Red,0.5,Governance
2,2017-04-10,705,Completed,Amber,0.1,Data architecture and IT infrastructure
2,2016-02-09,706,Completed,Red,0.3,Data architecture and IT infrastructure
1,2016-10-09,707,Completed,Red,0.3,Governance
1,2018-04-22,708,Active,Amber,0.3,Governance
2,2017-12-17,709,Active,Red,0.5,Data architecture and IT infrastructure
2,2017-12-06,710,Active,Amber,0.5,Data architecture and IT infrastructure
6,2016-10-01,711,Completed,Green,0.5,Adaptability
2,2016-03-23,712,Completed,Red,0.1,Data architecture and IT infrastructure
8,2018-02-28,713,Active,Red,0.5,Comprehensiveness
2,2017-01-29,714,Completed,Red,2.7,Data architecture and IT infrastructure
1,2017-07-15,715,Active,Green,0.9,Governance
1,2016-10-04,716,Completed,Amber,0.3,Governance
4,2018-08-03,717,Active,Red,0.1,Completeness
1,2018-02-12,718,Active,Amber,5,Governance
1,2016-05-05,719,Completed,Green,5,Governance
9,2018-03-05,720,Active,Green,0.9,Clarity and usefulness
2,2017-10-11,721,Completed,Green,2.7,Data architecture and IT infrastructure
5,2016-02-27,722,Completed,Amber,0.9,Timeliness
2,2017-05-24,723,Completed,Amber,2.7,Data architecture and IT infrastructure
5,2018-11-03,724,Active,Amber,0.9,Timeliness
9,2018-08-31,725,Active,Green,2.7,Clarity and usefulness
7,2016-12-13,726,Overdue,Green,0.3,Accuracy
6,2017-01-06,727,Completed,Amber,0.9,Adaptability
6,2016-08-29,728,Completed,Amber,0.1,Adaptability
11,2018-12-27,729,Active,Green,0.3,Distribution
4,2017-07-17,730,Active,Green,5,Completeness
9,2016-01-23,731,Completed,Amber,0.3,Clarity and usefulness
5,2016-01-30,732,Completed,Red,0.5,Timeliness
10,2016-05-25,733,Completed,Red,0.3,Frequency
2,2018-11-11,734,Active,Red,0.5,Data architecture and IT infrastructure
7,2017-08-14,735,Active,Green,5,Accuracy
1,2018-04-18,736,Active,Red,0.3,Governance
2,2018-05-03,737,Active,Green,0.9,Data architecture and IT infrastructure
3,2017-09-29,738,Active,Red,5,Accuracy and integrity
9,2018-04-29,739,Active,Red,0.3,Clarity and usefulness
7,2016-12-26,740,Completed,Amber,2.7,Accuracy
9,2018-12-06,741,Active,Red,0.5,Clarity and usefulness
10,2016-04-29,742,Completed,Amber,5,Frequency
6,2017-09-08,743,Active,Amber,0.1,Adaptability
6,2017-01-04,744,Completed,Green,0.1,Adaptability
1,2018-08-27,745,Active,Amber,0.9,Governance
2,2018-05-09,746,Active,Red,0.5,Data architecture and IT infrastructure
2,2016-03-07,747,Completed,Green,5,Data architecture and IT infrastructure
7,2017-01-03,748,Completed,Red,0.9,Accuracy
8,2016-10-14,749,Completed,Green,5,Comprehensiveness
4,2018-04-26,750,Active,Red,0.5,Completeness
7,2016-09-19,751,Completed,Amber,2.7,Accuracy
1,2017-05-20,752,Overdue,Amber,2.7,Governance
8,2016-07-10,753,Completed,Amber,0.1,Comprehensiveness
2,2017-04-30,754,Completed,Red,0.3,Data architecture and IT infrastructure
8,2017-03-04,755,Overdue,Amber,0.5,Comprehensiveness
6,2016-03-29,756,Completed,Red,5,Adaptability
3,2018-02-10,757,Active,Amber,0.9,Accuracy and integrity
1,2016-09-23,758,Completed,Green,2.7,Governance
2,2017-06-27,759,Active,Amber,0.5,Data architecture and IT infrastructure
4,2016-07-29,760,Completed,Green,0.1,Completeness
2,2018-06-24,761,Active,Amber,0.1,Data architecture and IT infrastructure
8,2017-10-07,762,Active,Green,5,Comprehensiveness
2,2018-08-20,763,Active,Red,0.3,Data architecture and IT infrastructure
5,2016-12-21,764,Overdue,Green,0.9,Timeliness
9,2018-09-09,765,Active,Green,2.7,Clarity and usefulness
1,2018-05-26,766,Active,Red,0.3,Governance
3,2018-08-01,767,Active,Red,0.5,Accuracy and integrity
11,2016-06-12,768,Completed,Amber,5,Distribution
7,2017-01-10,769,Completed,Amber,2.7,Accuracy
6,2017-01-04,770,Completed,Amber,0.5,Adaptability
6,2017-06-30,771,Active,Amber,0.1,Adaptability
7,2017-07-30,772,Active,Red,0.1,Accuracy
1,2017-07-31,773,Active,Amber,0.3,Governance
4,2016-01-29,774,Completed,Amber,0.5,Completeness
1,2017-01-28,775,Completed,Amber,0.1,Governance
2,2017-12-07,776,Active,Green,0.3,Data architecture and IT infrastructure
2,2017-10-01,777,Active,Red,0.1,Data architecture and IT infrastructure
7,2017-12-08,778,Active,Green,0.9,Accuracy
11,2017-06-04,779,Overdue,Green,2.7,Distribution
2,2017-08-03,780,Completed,Amber,0.1,Data architecture and IT infrastructure
7,2018-07-19,781,Active,Amber,5,Accuracy
1,2016-03-29,782,Completed,Amber,0.1,Governance
11,2017-06-02,783,Completed,Amber,0.1,Distribution
1,2017-08-22,784,Active,Amber,0.1,Governance
3,2016-04-26,785,Completed,Red,0.3,Accuracy and integrity
1,2018-08-24,786,Active,Amber,0.5,Governance
7,2017-02-18,787,Completed,Red,0.1,Accuracy
1,2018-11-09,788,Active,Green,0.1,Governance
7,2017-10-09,789,Active,Green,0.5,Accuracy
8,2017-10-24,790,Active,Amber,0.9,Comprehensiveness
7,2016-09-13,791,Completed,Green,5,Accuracy
1,2018-09-29,792,Active,Green,0.1,Governance
2,2018-02-13,793,Active,Green,5,Data architecture and IT infrastructure
2,2018-10-28,794,Active,Amber,2.7,Data architecture and IT infrastructure
10,2017-01-29,795,Completed,Amber,5,Frequency
3,2018-07-27,796,Active,Amber,0.3,Accuracy and integrity
10,2016-09-01,797,Completed,Red,0.1,Frequency
3,2018-11-15,798,Active,Amber,0.5,Accuracy and integrity
2,2018-05-21,799,Active,Green,5,Data architecture and IT infrastructure
8,2016-10-28,800,Completed,Amber,0.5,Comprehensiveness
8,2018-03-15,801,Active,Green,0.5,Comprehensiveness
1,2016-08-24,802,Completed,Amber,2.7,Governance
3,2016-06-17,803,Completed,Red,0.3,Accuracy and integrity
6,2016-09-24,804,Completed,Red,2.7,Adaptability
1,2018-06-26,805,Active,Red,5,Governance
3,2016-03-01,806,Completed,Red,0.5,Accuracy and integrity
10,2018-05-08,807,Active,Red,0.3,Frequency
10,2017-04-18,808,Overdue,Red,0.1,Frequency
7,2018-06-06,809,Active,Amber,0.3,Accuracy
6,2017-01-23,810,Completed,Green,5,Adaptability
6,2017-08-01,811,Active,Amber,0.1,Adaptability
9,2016-08-04,812,Completed,Green,2.7,Clarity and usefulness
9,2016-02-16,813,Completed,Green,5,Clarity and usefulness
7,2018-10-15,814,Active,Red,0.5,Accuracy
1,2018-09-10,815,Active,Red,0.3,Governance
7,2017-05-15,816,Completed,Red,0.1,Accuracy
2,2016-10-02,817,Completed,Amber,0.5,Data architecture and IT infrastructure
3,2017-04-06,818,Overdue,Red,0.1,Accuracy and integrity
3,2018-04-23,819,Active,Green,5,Accuracy and integrity
7,2016-04-30,820,Completed,Red,0.9,Accuracy
2,2017-09-26,821,Active,Red,0.9,Data architecture and IT infrastructure
2,2016-04-19,822,Completed,Green,0.5,Data architecture and IT infrastructure
2,2017-06-10,823,Overdue,Red,0.1,Data architecture and IT infrastructure
2,2018-06-23,824,Active,Green,0.1,Data architecture and IT infrastructure
8,2016-10-09,825,Completed,Green,5,Comprehensiveness
5,2018-01-20,826,Active,Amber,0.3,Timeliness
7,2017-08-02,827,Active,Green,0.9,Accuracy
9,2018-07-15,828,Active,Red,0.1,Clarity and usefulness
8,2018-11-07,829,Active,Amber,0.1,Comprehensiveness
1,2018-04-09,830,Active,Amber,2.7,Governance
5,2017-02-03,831,Completed,Red,0.1,Timeliness
1,2018-11-09,832,Active,Green,0.1,Governance
4,2016-05-30,833,Completed,Green,0.5,Completeness
5,2018-04-19,834,Active,Red,0.5,Timeliness
7,2017-03-11,835,Overdue,Red,0.9,Accuracy
11,2017-11-17,836,Active,Green,0.9,Distribution
2,2018-08-04,837,Active,Amber,0.9,Data architecture and IT infrastructure
5,2018-01-04,838,Active,Red,2.7,Timeliness
5,2016-02-13,839,Completed,Green,0.3,Timeliness
2,2018-05-15,840,Active,Green,0.5,Data architecture and IT infrastructure
2,2017-01-23,841,Completed,Amber,2.7,Data architecture and IT infrastructure
5,2017-02-05,842,Completed,Amber,2.7,Timeliness
2,2018-12-01,843,Active,Amber,0.5,Data architecture and IT infrastructure
7,2017-11-21,844,Active,Red,0.5,Accuracy
6,2018-02-11,845,Active,Amber,0.1,Adaptability
8,2018-11-29,846,Active,Green,0.5,Comprehensiveness
1,2016-08-21,847,Completed,Amber,0.1,Governance
5,2016-09-06,848,Completed,Red,0.5,Timeliness
6,2016-11-08,849,Completed,Green,0.9,Adaptability
1,2017-04-13,850,Completed,Red,0.9,Governance
1,2016-05-30,851,Completed,Green,0.3,Governance
7,2016-10-21,852,Completed,Amber,0.5,Accuracy
1,2017-05-05,853,Overdue,Green,2.7,Governance
3,2018-04-01,854,Active,Red,5,Accuracy and integrity
7,2017-04-15,855,Completed,Green,0.3,Accuracy
4,2016-07-19,856,Completed,Green,5,Completeness
1,2018-03-18,857,Active,Green,0.1,Governance
1,2017-10-05,858,Active,Amber,0.1,Governance
4,2016-11-30,859,Completed,Green,2.7,Completeness
6,2017-06-07,860,Overdue,Red,0.5,Adaptability
1,2017-03-23,861,Completed,Red,2.7,Governance
2,2017-02-17,862,Completed,Red,5,Data architecture and IT infrastructure
9,2017-01-22,863,Completed,Amber,5,Clarity and usefulness
2,2017-04-03,864,Completed,Green,0.3,Data architecture and IT infrastructure
2,2017-11-09,865,Active,Amber,0.5,Data architecture and IT infrastructure
6,2017-07-12,866,Completed,Red,5,Adaptability
4,2018-10-16,867,Active,Amber,0.9,Completeness
7,2016-08-05,868,Completed,Amber,0.1,Accuracy
9,2016-04-07,869,Completed,Red,5,Clarity and usefulness
8,2016-12-16,870,Completed,Red,5,Comprehensiveness
2,2017-04-14,871,Completed,Amber,2.7,Data architecture and IT infrastructure
2,2018-04-28,872,Active,Red,5,Data architecture and IT infrastructure
9,2017-06-23,873,Active,Red,0.5,Clarity and usefulness
6,2017-01-27,874,Overdue,Red,2.7,Adaptability
4,2016-10-19,875,Completed,Amber,5,Completeness
8,2018-12-04,876,Active,Amber,0.1,Comprehensiveness
1,2016-08-09,877,Completed,Amber,5,Governance
7,2018-05-08,878,Active,Amber,0.1,Accuracy
7,2017-03-16,879,Overdue,Red,2.7,Accuracy
2,2017-02-12,880,Completed,Green,2.7,Data architecture and IT infrastructure
3,2018-01-07,881,Active,Green,0.5,Accuracy and integrity
1,2016-08-09,882,Completed,Red,0.1,Governance
4,2017-04-01,883,Completed,Amber,0.9,Completeness
10,2016-01-16,884,Completed,Red,0.3,Frequency
1,2018-03-01,885,Active,Green,2.7,Governance
8,2017-09-12,886,Active,Red,2.7,Comprehensiveness
2,2018-11-02,887,Active,Green,0.3,Data architecture and IT infrastructure
6,2017-06-24,888,Active,Amber,2.7,Adaptability
7,2016-11-17,889,Completed,Amber,0.1,Accuracy
9,2018-10-18,890,Active,Green,0.5,Clarity and usefulness
6,2016-08-03,891,Completed,Amber,0.5,Adaptability
2,2018-08-31,892,Active,Green,2.7,Data architecture and IT infrastructure
10,2018-09-15,893,Active,Red,0.5,Frequency
7,2018-09-19,894,Active,Amber,0.9,Accuracy
2,2017-01-11,895,Completed,Green,0.1,Data architecture and IT infrastructure
8,2018-05-05,896,Active,Red,0.5,Comprehensiveness
7,2018-02-18,897,Active,Green,0.9,Accuracy
2,2018-02-06,898,Active,Green,2.7,Data architecture and IT infrastructure
5,2016-12-24,899,Completed,Green,0.3,Timeliness
2,2018-01-31,900,Active,Amber,0.9,Data architecture and IT infrastructure
2,2016-08-26,901,Completed,Red,0.1,Data architecture and IT infrastructure
6,2016-04-20,902,Completed,Red,2.7,Adaptability
6,2018-04-03,903,Active,Green,0.1,Adaptability
2,2016-08-02,904,Completed,Green,2.7,Data architecture and IT infrastructure
1,2017-08-05,905,Completed,Red,2.7,Governance
9,2017-02-24,906,Completed,Green,0.9,Clarity and usefulness
6,2017-11-03,907,Active,Red,5,Adaptability
6,2018-04-13,908,Active,Red,2.7,Adaptability
7,2016-07-28,909,Completed,Green,0.9,Accuracy
2,2018-07-05,910,Active,Red,0.5,Data architecture and IT infrastructure
5,2017-01-02,911,Completed,Red,2.7,Timeliness
1,2017-07-06,912,Active,Amber,2.7,Governance
2,2016-11-04,913,Completed,Amber,0.9,Data architecture and IT infrastructure
2,2017-05-23,914,Overdue,Red,0.1,Data architecture and IT infrastructure
3,2017-09-27,915,Active,Red,0.1,Accuracy and integrity
5,2017-05-13,916,Completed,Amber,0.3,Timeliness
1,2018-09-28,917,Active,Green,0.3,Governance
1,2018-06-12,918,Active,Amber,0.1,Governance
7,2016-10-15,919,Completed,Amber,2.7,Accuracy
7,2017-02-18,920,Completed,Green,2.7,Accuracy
1,2016-11-02,921,Completed,Red,0.5,Governance
10,2018-03-02,922,Active,Red,0.9,Frequency
5,2018-01-28,923,Active,Red,0.1,Timeliness
1,2018-11-03,924,Active,Green,2.7,Governance
2,2018-04-14,925,Active,Green,2.7,Data architecture and IT infrastructure
3,2016-05-21,926,Completed,Red,0.1,Accuracy and integrity
2,2016-08-13,927,Completed,Red,0.3,Data architecture and IT infrastructure
2,2017-09-14,928,Active,Amber,2.7,Data architecture and IT infrastructure
3,2018-12-27,929,Active,Red,2.7,Accuracy and integrity
8,2016-07-16,930,Completed,Amber,0.5,Comprehensiveness
2,2018-06-03,931,Active,Amber,2.7,Data architecture and IT infrastructure
9,2018-06-25,932,Active,Red,2.7,Clarity and usefulness
1,2018-05-30,933,Active,Green,2.7,Governance
3,2018-08-30,934,Active,Green,0.3,Accuracy and integrity
2,2018-10-14,935,Active,Green,2.7,Data architecture and IT infrastructure
2,2016-11-11,936,Completed,Red,0.5,Data architecture and IT infrastructure
1,2018-08-23,937,Active,Red,2.7,Governance
2,2018-10-09,938,Active,Green,0.5,Data architecture and IT infrastructure
5,2018-11-10,939,Active,Green,0.5,Timeliness
8,2018-06-14,940,Active,Red,5,Comprehensiveness
9,2017-05-09,941,Overdue,Green,0.5,Clarity and usefulness
1,2016-05-13,942,Completed,Green,5,Governance
1,2016-09-19,943,Completed,Amber,5,Governance
